group,names,scores,logfoldchanges,pvals,pvals_adj
MKPP,AGO4,52.42596,1.4409102,0.0,0.0
MKPP,NLRP1,52.32497,1.222129,0.0,0.0
MKPP,FTX,52.281895,1.1122828,0.0,0.0
MKPP,MPZL3,52.261234,1.8288842,0.0,0.0
MKPP,DLEU2,52.243835,1.453946,0.0,0.0
MKPP,SAMSN1,52.234047,1.2262833,0.0,0.0
MKPP,SLC35D2,52.202595,2.9415507,0.0,0.0
MKPP,METRN,52.19933,2.8139708,0.0,0.0
MKPP,RPS17,52.19284,0.9766863,0.0,0.0
MKPP,SLFN12L,52.159275,1.1171099,0.0,0.0
MKPP,RBMS1,52.15783,1.1571077,0.0,0.0
MKPP,STK17A,52.137783,1.078403,0.0,0.0
MKPP,MIR497HG,52.129444,6.55974,0.0,0.0
MKPP,PPP2R2D,52.113968,1.5779194,0.0,0.0
MKPP,ZBTB20,52.11199,1.0857296,0.0,0.0
MKPP,TGFBR2,52.110493,1.1991842,0.0,0.0
MKPP,BABAM2,52.094654,1.21415,0.0,0.0
MKPP,DENND4C,52.062115,1.1766804,0.0,0.0
MKPP,UBE2H,52.02211,1.2927823,0.0,0.0
MKPP,TBC1D15,51.98558,1.4545587,0.0,0.0
MKPP,MICU2,51.9731,1.2332991,0.0,0.0
MKPP,EXOSC6,51.940487,1.5827558,0.0,0.0
MKPP,PSME4,51.80374,1.1910425,0.0,0.0
MKPP,RNPEPL1,51.735184,1.3065975,0.0,0.0
MKPP,ZNF148,51.698746,1.1241658,0.0,0.0
MKPP,RASA1,51.694614,1.4674097,0.0,0.0
MKPP,REV3L,51.68042,1.3382547,0.0,0.0
MKPP,ZHX2,51.60579,1.4634494,0.0,0.0
MKPP,RAB22A,51.583305,1.4597173,0.0,0.0
MKPP,PPP1R35,51.580513,1.5507106,0.0,0.0
MKPP,TLN1,51.577633,1.106066,0.0,0.0
MKPP,ADNP,51.52472,1.2553158,0.0,0.0
MKPP,CEMIP2,51.518368,1.1008343,0.0,0.0
MKPP,SEMA4D,51.485622,1.1722304,0.0,0.0
MKPP,SNTB1,51.454197,1.4770006,0.0,0.0
MKPP,USP34,51.437893,1.0615829,0.0,0.0
MKPP,CCDC88C,51.430447,1.0711619,0.0,0.0
MKPP,NENF,51.400013,1.6700075,0.0,0.0
MKPP,VWA8,51.359337,1.3391117,0.0,0.0
MKPP,SRSF4,51.305283,1.1054586,0.0,0.0
MKPP,KDM3B,51.284252,1.4406797,0.0,0.0
MKPP,CLASP2,51.23033,1.2520083,0.0,0.0
MKPP,TTC39C,51.21833,1.199198,0.0,0.0
MKPP,ATR,51.20303,1.1973481,0.0,0.0
MKPP,BLOC1S1,51.19828,1.1552935,0.0,0.0
MKPP,RNGTT,51.192547,1.3170701,0.0,0.0
MKPP,ZNF644,51.144115,1.1421247,0.0,0.0
MKPP,RALGAPA2,51.13771,1.5410248,0.0,0.0
MKPP,BPTF,51.13688,1.0411904,0.0,0.0
MKPP,MON2,51.119843,1.1668543,0.0,0.0
MKPP,STT3B,51.11232,1.2764121,0.0,0.0
MKPP,GOLGA4,51.050327,1.0904992,0.0,0.0
MKPP,MPP7,51.047146,1.3914757,0.0,0.0
MKPP,OSBP,51.026634,1.7768553,0.0,0.0
MKPP,TBL1XR1,50.988457,1.213164,0.0,0.0
MKPP,DNAJC21,50.959553,1.6102093,0.0,0.0
MKPP,RAB4B,50.955597,1.7795274,0.0,0.0
MKPP,PPP2R5C,50.93911,0.9324448,0.0,0.0
MKPP,RICTOR,50.936543,1.0940202,0.0,0.0
MKPP,CSNK1G2,50.905884,1.4728123,0.0,0.0
MKPP,EML4,50.8887,1.0848527,0.0,0.0
MKPP,OTULIN,50.837082,1.9664322,0.0,0.0
MKPP,CSGALNACT2,50.836395,1.3163762,0.0,0.0
MKPP,IFITM2,50.835773,0.9850687,0.0,0.0
MKPP,EFR3A,50.832283,1.2158767,0.0,0.0
MKPP,THEMIS,50.807247,1.0530707,0.0,0.0
MKPP,EXOC6B,50.80371,1.4606622,0.0,0.0
MKPP,GALNT10,50.77504,1.3323275,0.0,0.0
MKPP,THAP11,50.75355,1.6385089,0.0,0.0
MKPP,WTAP,50.6884,1.023352,0.0,0.0
MKPP,CELF2,50.676037,0.9628851,0.0,0.0
MKPP,ABCC1,50.654488,1.4342628,0.0,0.0
MKPP,ESR2,50.65214,1.7479495,0.0,0.0
MKPP,OSBPL8,50.495014,1.085515,0.0,0.0
MKPP,FCHSD2,50.48007,1.3286548,0.0,0.0
MKPP,RAD51B,50.432976,1.3075267,0.0,0.0
MKPP,BRD1,50.4032,1.5938563,0.0,0.0
MKPP,STUB1,50.352787,1.2049764,0.0,0.0
MKPP,THOC1,50.30724,1.4731594,0.0,0.0
MKPP,FMNL1,50.281776,1.070623,0.0,0.0
MKPP,ZNF708,50.26578,1.5351589,0.0,0.0
MKPP,TBC1D22A,50.2299,1.1267333,0.0,0.0
MKPP,LPGAT1,50.194294,1.4040512,0.0,0.0
MKPP,MCM9,50.176846,1.5297242,0.0,0.0
MKPP,PDCD4,50.14536,1.0268785,0.0,0.0
MKPP,DUS1L,50.108154,1.6013112,0.0,0.0
MKPP,PHC3,50.06591,1.1062255,0.0,0.0
MKPP,RBM38,50.018917,1.3543093,0.0,0.0
MKPP,GIMAP5,49.959217,1.598266,0.0,0.0
MKPP,STRN,49.94958,1.4023594,0.0,0.0
MKPP,DOCK2,49.946297,1.0342263,0.0,0.0
MKPP,FNTA,49.93187,1.202708,0.0,0.0
MKPP,PLEKHM2,49.912514,1.8433726,0.0,0.0
MKPP,TBL1X,49.900772,1.4441615,0.0,0.0
MKPP,SBF2,49.886806,1.5953099,0.0,0.0
MKPP,UST,49.870014,1.8863817,0.0,0.0
MKPP,USP24,49.8696,1.120379,0.0,0.0
MKPP,KIF2A,49.841377,1.0154396,0.0,0.0
MKPP,COTL1,49.79082,1.1884644,0.0,0.0
MKPP,MAP4K4,49.772896,1.1908389,0.0,0.0
MKPP,BCL2,49.753727,1.2545502,0.0,0.0
MKPP,PRKCA,49.74811,1.7773349,0.0,0.0
MKPP,VPS54,49.715973,1.6569352,0.0,0.0
MKPP,ODC1,49.70458,1.4366487,0.0,0.0
MKPP,ZFYVE28,49.701904,1.3408768,0.0,0.0
MKPP,RASGRP1,49.672955,1.0463823,0.0,0.0
MKPP,MFSD6,49.669506,1.5377793,0.0,0.0
MKPP,CLPTM1L,49.66459,1.7098589,0.0,0.0
MKPP,ZBTB7A,49.62303,1.1550069,0.0,0.0
