names,scores,logfoldchanges,pvals,pvals_adj
SOCS1,34.47396,1.5301733,1.9704161274143027e-260,2.5450232858906322e-259
MRGBP,34.466965,1.9677742,2.5083132250536856e-260,3.237643350122066e-259
RCC1L,34.31823,1.5623703,4.196118110199279e-258,5.3491621615882406e-257
SLAIN1,34.211292,1.651815,1.642567068781057e-256,2.079026675414471e-255
EFCAB2,34.20757,1.6648867,1.866035322917553e-256,2.360347718089895e-255
TET2-AS1,34.150764,5.2801642,1.3026340675195904e-255,1.6392246580851025e-254
CDK2AP1,34.11308,2.386382,4.720030320189633e-255,5.9168195583261194e-254
ZNF451-AS1,33.68339,2.1268597,1.012119415561446e-248,1.2308982426169283e-247
DISC1,33.618866,1.8071079,8.892832528142583e-248,1.0754941094604083e-246
PVT1,33.545643,1.5256354,1.0421350222342542e-246,1.2556956967413722e-245
NFIL3,33.544094,1.6786649,1.097782992336307e-246,1.321120393237199e-245
DISP1,33.51173,1.9160022,3.252340511024106e-246,3.904404853970534e-245
KANSL1L,33.373215,1.7411313,3.3555310693795806e-244,3.979456482764827e-243
PMEPA1,33.110523,4.8063965,2.09691091501902e-240,2.4511560803519826e-239
ZNF787,33.104725,1.7214204,2.5413327525330607e-240,2.9671121301650918e-239
ENDOG,33.00783,2.0345807,6.2709229078920365e-239,7.282458128286729e-238
FRAT1,32.94515,1.9583923,4.9643341454530975e-238,5.731096788095943e-237
SLC39A3,32.931435,1.6837091,7.802545182169968e-238,8.991767027367605e-237
BORCS8,32.85496,1.7886976,9.675154647113354e-237,1.1084509726856799e-235
FILIP1L,32.851395,1.9580194,1.0880098256151257e-236,1.2450395478150163e-235
CERS6,32.82545,1.6385962,2.5524646193581907e-236,2.9123398059242608e-235
RFNG,32.81648,1.8617542,3.4274550081205177e-236,3.9084172260432566e-235
SIAH1,32.733543,1.5219698,5.206534849689383e-235,5.909598256306372e-234
TMEM250,32.697487,1.5613898,1.6956883914056736e-234,1.9190995050911637e-233
MYO1D,32.61386,1.5068384,2.6088040565103645e-233,2.935542137883543e-232
CTU1,32.606037,2.088879,3.3678038500398682e-233,3.7852490371958725e-232
ZSWIM5,32.40792,1.5962254,2.1227934029192115e-230,2.3574813455347973e-229
EP300-AS1,32.270283,5.688104,1.8274533618331352e-228,2.007838707712004e-227
GAB2,32.017174,1.7598476,6.289910965519956e-225,6.781321089437714e-224
SPAG6,31.897991,2.3609185,2.8469926904600025e-223,3.0409362973210334e-222
ZNF565,31.839708,1.6043555,1.8273414395858093e-222,1.945452518488309e-221
GAREM1,31.741608,3.3276687,4.1455876917168034e-221,4.375450914321166e-220
CCDC102A,31.582254,1.7675211,6.471287927904967e-219,6.739231621779903e-218
RETREG1,31.334564,1.9019806,1.5790285112447254e-215,1.618566260242891e-214
INO80B,31.285456,2.014496,7.359488888315002e-215,7.516204518087055e-214
TCEA2,31.052826,1.5003077,1.044906870571916e-211,1.0539555486263531e-210
ARMC9,30.862463,2.5549085,3.8118720330679277e-209,3.7863305554859495e-208
TXNDC5,30.840456,2.4420128,7.521234211220444e-209,7.440622398643157e-208
RRAS,30.78231,2.04994,4.520330534171767e-208,4.449387720959413e-207
SAP30L-AS1,30.541773,2.059602,7.27194080041111e-205,7.002821731419518e-204
ATP8B1,30.358126,1.5272887,1.9628129913537162e-202,1.861770461212289e-201
MIR181A1HG,30.314243,1.646041,7.441104204296171e-202,7.02739030259013e-201
KIAA0825,30.070024,1.5143148,1.1951046642315232e-198,1.102064470767316e-197
C11orf65,30.057316,1.8426915,1.7519413795098993e-198,1.61251123773517e-197
OPRM1,29.875177,2.3449373,4.135509631361824e-196,3.7534161626385976e-195
KIF5C,29.713444,1.9924512,5.148098965296049e-194,4.614658751851264e-193
CARD9,29.420713,3.8385353,2.9841344685440857e-190,2.6173708328314957e-189
SV2C,29.39935,4.73032,5.597757861368131e-190,4.89878916955508e-189
ZNF777,29.384842,1.787631,8.578826635597539e-190,7.50426819872028e-189
LSM14B,29.338263,1.7042303,3.373297809213248e-189,2.940253520297765e-188
OTUD1,29.279459,1.7124121,1.894189345947259e-188,1.6415189159209905e-187
LINC01126,28.94327,3.7577074,3.4107324411604187e-184,2.8879797667082245e-183
CUBN,28.91004,1.8273884,8.928750026167578e-184,7.54394561796404e-183
LINC01891,28.850065,1.5811832,5.057216423791228e-183,4.2581588201698254e-182
FRMPD3,28.82031,1.5244961,1.19393375136159e-182,1.0031299118352767e-181
MMP24,28.686077,1.610475,5.691506301652954e-181,4.753367277453906e-180
LINC01303,28.65425,2.5016055,1.4191146096671158e-180,1.181166936706343e-179
C2orf81,28.640875,3.4539764,2.0825724520575924e-180,1.7319072563477672e-179
CFLAR-AS1,28.596502,1.7081633,7.4266242916278895e-180,6.160414757887857e-179
HSPA14,28.464191,1.7974449,3.2524075111972186e-178,2.6729571683791335e-177
LINC01003,28.229742,1.6204538,2.523942947329288e-175,2.0493159997236308e-174
GAN,28.035011,1.525977,6.084755243525471e-173,4.871787667974894e-172
DLEU7,27.942085,2.8750286,8.22638409481713e-172,6.540994878804615e-171
ANGPT2,27.894962,1.6407735,3.0712255461280517e-171,2.4321222778888597e-170
PKD2L2,27.84848,1.742582,1.1237832306836984e-170,8.877751416236823e-170
LRRC8B,27.798365,1.6439515,4.539720870390482e-170,3.579099838509305e-169
MATR3,27.792208,3.8183632,5.388254743874897e-170,4.246370069599033e-169
