names,scores,logfoldchanges,pvals,pvals_adj
LINC01789,-0.019854855,-3.798046,0.9841591583212504,1.0
EFNA2,-0.019854855,-2.6703684,0.9841591583212504,1.0
LINC00632,-0.019854855,-2.6307294,0.9841591583212504,1.0
CD163,-0.019888692,-0.2215128,0.9841321665780711,1.0
FCGBP,-0.020154506,-0.43970785,0.9839201200779731,1.0
LINC01127,-0.020168852,-0.7850046,0.9839086756452764,1.0
CIB3,-0.020178596,-1.2459168,0.9839009020702387,1.0
REEP2,-0.020311233,-0.14785826,0.9837950952289731,1.0
BCDIN3D-AS1,-0.020376198,-0.2235045,0.9837432715738682,1.0
CSMD2,-0.0204953,-0.80383873,0.9836482617178383,1.0
CALCRL,-0.020497466,-0.7583146,0.983646534268053,1.0
HCG20,-0.020505315,-0.7623025,0.9836402722632246,1.0
GRM7,-0.020517496,-1.2854575,0.983630555361176,1.0
BLNK,-0.0208028,-0.4956812,0.9834029646197332,1.0
EMP1,-0.020813627,-0.4428987,0.9833943274264313,1.0
ATOH8,-0.021199085,-0.63444024,0.98308684462057,1.0
SPRN,-0.021199085,-0.6084446,0.98308684462057,1.0
PRRG1,-0.021200709,-0.8486242,0.9830855490522333,1.0
CDS1,-0.021207746,-1.0822408,0.9830799349232898,1.0
RASL10A,-0.021207746,-1.2400247,0.9830799349232898,1.0
PLAC1,-0.021208288,-1.1430315,0.983079503067252,1.0
PSPC1-AS2,-0.02120937,-1.4593493,0.9830786393551911,1.0
LINC01900,-0.02120937,-1.4687663,0.9830786393551911,1.0
TTYH1,-0.021211537,-0.33987704,0.9830769119311289,1.0
ADAMTS16,-0.021519307,-0.4219703,0.9828314025971773,1.0
FBLN2,-0.021523638,-0.7141505,0.9828279477720109,1.0
PHACTR1,-0.021774022,-0.4823214,0.9826282162416754,1.0
KLK10,-0.022241227,-0.9945008,0.982255530923613,1.0
NLGN4Y-AS1,-0.022241227,-1.1366967,0.982255530923613,1.0
DDI1,-0.02224177,-1.1617681,0.982255099077271,1.0
SLC6A17,-0.02224231,-1.0373007,0.9822546672309344,1.0
MEX3B,-0.022243394,-1.4306729,0.9822538035382766,1.0
TCL1B,-0.022243934,-1.5395916,0.9822533716919555,1.0
KCNE2,-0.022244476,-1.704755,0.9822529398456397,1.0
CCDC197,-0.022245558,-1.345237,0.9822520761530235,1.0
TBC1D3D,-0.022245558,-1.8264226,0.9822520761530235,1.0
AVPR2,-0.022245558,-1.5136453,0.9822520761530235,1.0
LINC02064,-0.022246642,-1.9964088,0.982251212460428,1.0
ALDH8A1,-0.02226234,-0.51652455,0.9822386889201334,1.0
LINC02572,-0.022548186,-0.44130018,0.9820106748859636,1.0
LRG1,-0.022867596,-0.34692886,0.981755888216026,1.0
EFCAB12,-0.022987239,-0.381789,0.9816604516529552,1.0
FBXO24,-0.023191608,-0.3275203,0.9814974327922018,1.0
SPOCD1,-0.023243308,-0.62969404,0.9814561923814045,1.0
AQP6,-0.023285536,-17.176384,0.9814225091507106,1.0
PAX4,-0.023285536,-17.19946,0.9814225091507106,1.0
ADRA1A,-0.023285536,-17.360245,0.9814225091507106,1.0
LINC01737,-0.023285536,-17.291769,0.9814225091507106,1.0
WNT7B,-0.023285536,-17.106354,0.9814225091507106,1.0
IGLJ3,-0.023285536,-17.176666,0.9814225091507106,1.0
LINC00566,-0.023285536,-17.5453,0.9814225091507106,1.0
CNPY1,-0.023285536,-17.20919,0.9814225091507106,1.0
FAM87A,-0.023285536,-17.202726,0.9814225091507106,1.0
SALRNA3,-0.023285536,-17.31502,0.9814225091507106,1.0
ZIM3,-0.023285536,-17.073965,0.9814225091507106,1.0
HOXB8,-0.023285536,-17.803072,0.9814225091507106,1.0
TRAJ25,-0.023285536,-17.16831,0.9814225091507106,1.0
SLC13A1,-0.023285536,-17.068285,0.9814225091507106,1.0
CCDC195,-0.023285536,-18.138666,0.9814225091507106,1.0
TRIM10,-0.023285536,-18.254074,0.9814225091507106,1.0
LINC02533,-0.023285536,-17.35073,0.9814225091507106,1.0
CPXM1,-0.023285536,-17.36922,0.9814225091507106,1.0
BSN-AS1,-0.023285536,-17.002666,0.9814225091507106,1.0
UGT2A1,-0.023285536,-17.697617,0.9814225091507106,1.0
SLC17A8,-0.023285536,-17.681587,0.9814225091507106,1.0
GFY,-0.023285536,-17.177946,0.9814225091507106,1.0
CLEC4M,-0.023285536,-17.127548,0.9814225091507106,1.0
IGHV2-26,-0.023285536,-17.361345,0.9814225091507106,1.0
LINC01747,-0.023285536,-17.126205,0.9814225091507106,1.0
PGAM4,-0.023285536,-17.186363,0.9814225091507106,1.0
LINC00564,-0.023285536,-17.332476,0.9814225091507106,1.0
GAS6-DT,-0.023285536,-17.258726,0.9814225091507106,1.0
CDH15,-0.023285536,-17.155859,0.9814225091507106,1.0
DCLK3,-0.023285536,-17.571712,0.9814225091507106,1.0
ACSM5,-0.023285536,-17.68307,0.9814225091507106,1.0
ROPN1,-0.023285536,-17.083416,0.9814225091507106,1.0
IGHV2-70D,-0.023285536,-17.483875,0.9814225091507106,1.0
OR2AK2,-0.023285536,-17.18083,0.9814225091507106,1.0
APOC1,-0.023285536,-17.266508,0.9814225091507106,1.0
