names,scores,logfoldchanges,pvals,pvals_adj
LINGO3,2.5502672,1.3490081,0.010764040517390328,0.026129604868415077
HSD17B8,2.5501616,0.24225515,0.01076730284492908,0.026134282072633616
ZNF888,2.550053,1.2377104,0.010770657215088054,0.026139181493841382
AMY2B,2.5500028,0.5469501,0.010772207101946811,0.02613970096365268
ENGASE,2.5467832,0.48717862,0.010872098172975042,0.026378824184597104
OSGEPL1,2.5456932,0.34726685,0.010906103108069694,0.026458049295649367
ZNF512B,2.5450213,1.1956612,0.010927110978719961,0.026505727982098947
ALG3,2.5414681,0.13446595,0.011038801678620638,0.026770017504926094
R3HCC1,2.538363,0.06860793,0.011137240947227017,0.02700204817932577
SLC2A1,2.537392,0.08313901,0.011168186848038494,0.02707036792300474
BCAT2,2.537033,0.24905838,0.011179640436165716,0.02709477384876031
ANKRD54,2.5364983,0.34785014,0.011196727145373937,0.027132824369124113
MILR1,2.5347347,3.7423139,0.011253253314404106,0.0272664265547622
UNC45A,2.53436,0.06272921,0.011265296653523953,0.02729222792078206
RBM4B,2.5341306,0.31184775,0.011272670543031488,0.027306711709091377
SPIRE1,2.530199,0.996062,0.011399786650156545,0.02760975067839229
RAB3IP,2.52643,0.28210124,0.011522838967371038,0.02790235279216885
CACNB2,2.5262318,1.0613353,0.0115293357024336,0.027914630168921144
VIPAS39,2.5259938,0.3688196,0.011537153517941557,0.027930102689481675
CCDC117,2.5259254,0.34035093,0.011539401889244119,0.02793209007530046
ZFP36L1,2.5257459,-0.030723106,0.011545296017532725,0.027942900738538078
DUSP18,2.520696,0.32612902,0.011712303815955793,0.028340096583482497
U2AF1L4,2.520584,0.0015302832,0.011716026436308195,0.02834559907340242
TNFRSF9,2.519789,0.8985505,0.011742517748636638,0.02840617966439878
CD44-AS1,2.5192463,1.8620493,0.011760631962325713,0.02844648284781082
