names,scores,logfoldchanges,pvals,pvals_adj,rank_score
GOLGA4,14.279773,1.4787984,2.925536947896431e-46,1.71397925139034e-44,14.279773
GPATCH8,14.279266,1.3754756,2.9468693476251655e-46,1.721323564009828e-44,14.279266
SAMSN1,14.263063,1.7858008,3.717678089270181e-46,2.1651049062749678e-44,14.263063
UTY,14.259836,2.585082,3.8936917854489645e-46,2.2608831115034225e-44,14.259836
SLC9A9,14.2409115,1.8767226,5.105664668706066e-46,2.9471282075882095e-44,14.2409115
MON2,14.226101,1.7403363,6.310301283256164e-46,3.621113651341836e-44,14.226101
PELI1,14.224835,1.7372892,6.425527072788763e-46,3.676453618723115e-44,14.224835
TLK1,14.1881895,1.4031587,1.0842184910365522e-45,6.185419076560715e-44,14.1881895
ITK,14.185911,1.4055364,1.1200168833866409e-45,6.371072783171451e-44,14.185911
MARK3,14.182937,1.6338633,1.1685294341829018e-45,6.627763469011891e-44,14.182937
WNK1,14.177051,1.2663105,1.2707694015621475e-45,7.166114020106081e-44,14.177051
TBC1D22A,14.159076,1.6734594,1.6413975814065654e-45,9.22955973361025e-44,14.159076
SLC35F1,14.144455,4.413292,2.0207641023591643e-45,1.1297803415704036e-43,14.144455
SRRM2,14.143886,1.1367247,2.0371921855678824e-45,1.135720133538243e-43,14.143886
ARID2,14.128506,1.7451326,2.5346695222045918e-45,1.4090458298437343e-43,14.128506
PARL,14.111923,3.6077652,3.207122021429438e-45,1.772795585178849e-43,14.111923
STAT5B,14.108505,1.5495303,3.3663837944179336e-45,1.8555886785681724e-43,14.108505
PREX1,14.102936,1.509426,3.642952337769987e-45,2.0023958243113232e-43,14.102936
JMJD1C,14.099834,1.4854913,3.806632023777049e-45,2.0865035137610446e-43,14.099834
TENT2,14.099455,1.6757379,3.8271708026863306e-45,2.091901627568886e-43,14.099455
SYNE2,14.086606,1.2625464,4.591005975083986e-45,2.5024179643577556e-43,14.086606
HEBP2,14.060909,1.6062713,6.603191022319382e-45,3.5892011645762684e-43,14.060909
