"group","gene","scores","logfoldchanges","pvals","pvals_adj","unique_group"
"MKPP","TUT1",23.25645,1.6485213,1.22405333665856e-119,8.07561554003195e-119,"MKPP_unique_upregulated"
"MKPP","DPYD-AS1",22.82692,1.5391216,2.47818288443375e-115,1.58681553280758e-114,"MKPP_unique_upregulated"
"MKPP","FAAH2",22.808538,1.6646245,3.7725235821232e-115,2.41165440885288e-114,"MKPP_unique_upregulated"
"MKPP","IRAK3",22.290098,1.5038238,4.60973211988278e-110,2.82768771541901e-109,"MKPP_unique_upregulated"
"MKPP","SPON1",21.9859,1.9086641,3.9291889977856e-107,2.3505463255478e-106,"MKPP_unique_upregulated"
"MKPP","PRR5",21.984594,1.5331982,4.04394886769741e-107,2.41845939618285e-106,"MKPP_unique_upregulated"
"MKPP","MTURN",21.803425,1.5119311,2.15291416756333e-105,1.2731406597425e-104,"MKPP_unique_upregulated"
"MKPP","SPAG6",21.7738,1.6333444,4.11094410011589e-105,2.42517196717117e-104,"MKPP_unique_upregulated"
"MKPP","SOX12",21.7459,1.7844884,7.55369711923303e-105,4.44543594674141e-104,"MKPP_unique_upregulated"
"MKPP","OVCH1-AS1",21.701912,2.400943,1.96806672251486e-104,1.1540644179254e-103,"MKPP_unique_upregulated"
"MKPP","LINC01340",21.689493,1.5989965,2.57809218513035e-104,1.51042239157577e-103,"MKPP_unique_upregulated"
"MKPP","SHISA8",21.525003,1.7544917,9.08124671930829e-103,5.24968495726513e-102,"MKPP_unique_upregulated"
"MKPP","STPG4",21.372725,1.8996521,2.39725404707682e-101,1.36882016904579e-100,"MKPP_unique_upregulated"
"MKPP","PLCB1",21.33633,1.5756226,5.22369044882548e-101,2.97315807744669e-100,"MKPP_unique_upregulated"
"MKPP","ADA",20.925117,1.7637486,3.16287617521223e-97,1.74685749355216e-96,"MKPP_unique_upregulated"
"MKPP","FRMD4A",20.824345,1.6069732,2.60468452983646e-96,1.42609028762842e-95,"MKPP_unique_upregulated"
"MKPP","PPP1R3F",20.26372,1.624826,2.68865955610746e-91,1.41619623671361e-90,"MKPP_unique_upregulated"
"MKPP","MSC-AS1",19.96304,1.831016,1.15470824435352e-88,5.9336478270771e-88,"MKPP_unique_upregulated"
"MKPP","CCT6B",19.79567,1.5449789,3.24417934668027e-87,1.64163696549882e-86,"MKPP_unique_upregulated"
"MKPP","LINC00624",19.552586,1.6878828,3.92129350909412e-85,1.94849851157831e-84,"MKPP_unique_upregulated"
"MKPP","PDZD2",19.302008,1.6923143,5.16630043202527e-83,2.51728503122187e-82,"MKPP_unique_upregulated"
"MKPP","GYPE",19.135569,1.6856687,1.27676864749697e-81,6.13250095587153e-81,"MKPP_unique_upregulated"
"MKPP","RASSF6",18.83766,1.6412967,3.71016269604713e-79,1.73851684952706e-78,"MKPP_unique_upregulated"
"MKPP","TRAT1",18.324736,1.8672366,5.25361450745008e-75,2.36219505243068e-74,"MKPP_unique_upregulated"
"MKPP","YES1",18.149662,1.7027974,1.29194349779704e-73,5.73519745120067e-73,"MKPP_unique_upregulated"
"MKPP","EGLN3",18.044764,1.8421962,8.67360367344557e-73,3.82608378453523e-72,"MKPP_unique_upregulated"
"MKPP","PTCHD1-AS",17.966799,2.2741077,3.54594569980787e-72,1.55506646019364e-71,"MKPP_unique_upregulated"
"MKPP","MAL",17.83964,1.5376214,3.47930379941529e-71,1.51261978997908e-70,"MKPP_unique_upregulated"
"MKPP","NAV2",17.745281,1.874374,1.87462507129308e-70,8.1030844698615e-70,"MKPP_unique_upregulated"
"MKPP","CD28",17.671984,1.6152192,6.89309657343482e-70,2.96448601646094e-69,"MKPP_unique_upregulated"
"MKPP","PINK1",17.587915,1.5523901,3.04884053924116e-69,1.30147713071272e-68,"MKPP_unique_upregulated"
"MKPP","LINC01342",17.574425,1.7087646,3.86787643177115e-69,1.65002411198818e-68,"MKPP_unique_upregulated"
"MKPP","CCL3",17.509197,1.9657463,1.21899521109487e-68,5.16864535009845e-68,"MKPP_unique_upregulated"
"MKPP","RASGRF2",17.31598,1.5779744,3.56402204905908e-67,1.49114354192833e-66,"MKPP_unique_upregulated"
"MKPP","S100Z",17.313921,1.7889549,3.69386704927149e-67,1.54513874348321e-66,"MKPP_unique_upregulated"
"MKPP","COL10A1",17.120594,1.918058,1.04208017227521e-65,4.31108346957321e-65,"MKPP_unique_upregulated"
"MKPP","NLGN4Y",16.881512,1.828365,6.15482838816507e-64,2.50026327381387e-63,"MKPP_unique_upregulated"
"MKPP","ZNF358",16.806738,1.5977373,2.17836259243768e-63,8.79616161964929e-63,"MKPP_unique_upregulated"
"MKPP","NME9",16.386803,1.5925417,2.37621200846503e-60,9.30140359704815e-60,"MKPP_unique_upregulated"
"MKPP","LINC01891",16.36409,1.9735258,3.45152992946874e-60,1.3489022899909e-59,"MKPP_unique_upregulated"
"MKPP","CHRM5",16.266994,1.5327495,1.69265857558962e-59,6.5757282126539e-59,"MKPP_unique_upregulated"
"MKPP","ACTN1",16.26401,1.5108364,1.77718095548135e-59,6.90134489717387e-59,"MKPP_unique_upregulated"
"MKPP","RNASEH2B-AS1",16.173018,1.5424472,7.81737693463615e-59,3.01360188843499e-58,"MKPP_unique_upregulated"
"MKPP","JAML",16.130295,1.8645117,1.56274564470165e-58,6.00428171520163e-58,"MKPP_unique_upregulated"
"MKPP","LENG9",16.091707,1.5017658,2.91678286150316e-58,1.11891015553605e-57,"MKPP_unique_upregulated"
"MKPP","CD4",15.845144,1.6070142,1.51871775698635e-56,5.72716690474252e-56,"MKPP_unique_upregulated"
"MKPP","LINC01252",15.838125,1.7626191,1.69807529706874e-56,6.39308494056386e-56,"MKPP_unique_upregulated"
"MKPP","DCLK2",15.702144,1.6846513,1.46215845811089e-55,5.43325421730228e-55,"MKPP_unique_upregulated"
"MKPP","DDAH1",15.5035095,1.7003976,3.28450072324172e-54,1.20493269877004e-53,"MKPP_unique_upregulated"
"MKPP","FAM184B",15.416855,1.7601225,1.26097657988823e-53,4.59065855167496e-53,"MKPP_unique_upregulated"
"MKPP","MBNL1-AS1",15.359426,1.5462143,3.06278546107795e-53,1.11089130495595e-52,"MKPP_unique_upregulated"
"MKPP","TMEM72-AS1",15.229471,1.6080824,2.25408598874656e-52,8.10212245183554e-52,"MKPP_unique_upregulated"
"MKPP","PROCR",15.117452,1.6954952,1.24258914099292e-51,4.42251442541823e-51,"MKPP_unique_upregulated"
"MKPP","TIAM1",14.889483,1.6523979,3.85738732393662e-50,1.35222778851293e-49,"MKPP_unique_upregulated"
"MKPP","PRKD1",14.848761,1.9713984,7.08665416806612e-50,2.47760673147611e-49,"MKPP_unique_upregulated"
"MKPP","PRKAR2B",14.794514,1.9341424,1.58928675085067e-49,5.53661440994231e-49,"MKPP_unique_upregulated"
"MKPP","ST18",14.718374,1.7479507,4.91332104375681e-49,1.7010592035427e-48,"MKPP_unique_upregulated"
"MKPP","ATRNL1",14.709688,2.2356632,5.58640876861431e-49,1.93101654803471e-48,"MKPP_unique_upregulated"
"MKPP","SLFNL1-AS1",14.428424,1.6205199,3.42824265620822e-47,1.16545956040102e-46,"MKPP_unique_upregulated"
"MKPP","IMPG2",14.380423,1.6248922,6.86740910950191e-47,2.32856457207994e-46,"MKPP_unique_upregulated"
"MKPP","PMFBP1",14.338682,1.7828072,1.25414996674056e-46,4.23708676608757e-46,"MKPP_unique_upregulated"
"MKPP","EYA2",13.987514,1.8786093,1.8579528272852e-44,6.12576595186465e-44,"MKPP_unique_upregulated"
"MKPP","A2M",13.723759,1.6121573,7.31714662660339e-43,2.37528077620065e-42,"MKPP_unique_upregulated"
"MKPP","LINC02562",13.695275,3.064862,1.08348650433254e-42,3.51020925774488e-42,"MKPP_unique_upregulated"
"MKPP","TRAM2-AS1",13.591902,1.5834562,4.4730613548093e-42,1.44104156389378e-41,"MKPP_unique_upregulated"
"MKPP","MIR2052HG",13.554989,2.9818792,7.40231593414694e-42,2.3780745066391e-41,"MKPP_unique_upregulated"
"MKPP","KCNMB2-AS1",13.497731,1.7032452,1.61265355927345e-41,5.15711796827308e-41,"MKPP_unique_upregulated"
"MKPP","SEMA6A",13.479136,1.501929,2.07521103317958e-41,6.62334521240549e-41,"MKPP_unique_upregulated"
"MKPP","PZP",13.465464,1.5556823,2.49746008801436e-41,7.96452069789193e-41,"MKPP_unique_upregulated"
"MKPP","CD40LG",13.42984,1.893222,4.04282523738129e-41,1.28508778825661e-40,"MKPP_unique_upregulated"
"MKPP","ZBTB20-AS2",13.1979685,1.5041832,9.01326199255837e-40,2.81923770253168e-39,"MKPP_unique_upregulated"
"MKPP","DLEU7",13.164684,2.0240524,1.4012214689494e-39,4.3702744189356e-39,"MKPP_unique_upregulated"
"MKPP","SYT9",13.15284,2.1602516,1.63901063439293e-39,5.1094726929745e-39,"MKPP_unique_upregulated"
"MKPP","EEPD1",13.137323,2.0213187,2.01218849711041e-39,6.26384099768636e-39,"MKPP_unique_upregulated"
"MKPP","ATP8B4",13.136,2.0105731,2.04769584271055e-39,6.37234609576338e-39,"MKPP_unique_upregulated"
"MKPP","PTGDR",12.938695,1.8833609,2.72215637427163e-38,8.37533898297913e-38,"MKPP_unique_upregulated"
"MKPP","KCNIP2-AS1",12.827432,1.6798172,1.15116630417214e-37,3.519141109208e-37,"MKPP_unique_upregulated"
"MKPP","OVCH1",12.801776,3.7623613,1.60243289767078e-37,4.89026932963535e-37,"MKPP_unique_upregulated"
"MKPP","CAMK2N1",12.697924,1.6890801,6.07190191955454e-37,1.83981072718865e-36,"MKPP_unique_upregulated"
"MKPP","SLC9C1",12.581152,1.608886,2.68091882504736e-36,8.05593052342241e-36,"MKPP_unique_upregulated"
"MKPP","SAMD12-AS1",12.52807,2.2953222,5.24225540423483e-36,1.56802894757058e-35,"MKPP_unique_upregulated"
"MKPP","KCNC1",12.427482,1.8688365,1.85383493013004e-35,5.50551554299357e-35,"MKPP_unique_upregulated"
"MKPP","ZNF625",12.371196,1.6937164,3.74207845078061e-35,1.10762352329262e-34,"MKPP_unique_upregulated"
"MKPP","ITGA2B",12.34515,1.8828754,5.17377008458426e-35,1.52884827869443e-34,"MKPP_unique_upregulated"
"MKPP","GIMAP8",12.345058,1.8103238,5.17964663495836e-35,1.53035369700838e-34,"MKPP_unique_upregulated"
"MKPP","GLYATL1B",12.22155,2.4821036,2.38492367763715e-34,6.98416440047946e-34,"MKPP_unique_upregulated"
"MKPP","FAM66D",12.1434965,2.2022934,6.21137036404506e-34,1.80869189410169e-33,"MKPP_unique_upregulated"
"MKPP","FARP1",12.090926,1.7479136,1.17950137658432e-33,3.41629409961545e-33,"MKPP_unique_upregulated"
"MKPP","METTL24",11.95519,2.2839727,6.09942677423386e-33,1.75056590082441e-32,"MKPP_unique_upregulated"
"MKPP","MARK1",11.867915,1.8741673,1.73742585376883e-32,4.95958411474085e-32,"MKPP_unique_upregulated"
"MKPP","IL12RB2",11.867522,1.5751569,1.74561006254898e-32,4.98076665266236e-32,"MKPP_unique_upregulated"
"MKPP","SRGAP2-AS1",11.614379,1.5142224,3.4831153941134e-31,9.77310037740335e-31,"MKPP_unique_upregulated"
"MKPP","LINC02315",11.6125555,2.3902247,3.55818463687643e-31,9.98087112591715e-31,"MKPP_unique_upregulated"
"MKPP","AGBL4",11.609225,2.0394087,3.69952970947646e-31,1.03758631725721e-30,"MKPP_unique_upregulated"
"MKPP","CP",11.605037,1.5071388,3.88521789632671e-31,1.08888490110743e-30,"MKPP_unique_upregulated"
"MKPP","C1QTNF7",11.452098,2.5371165,2.29523241793238e-30,6.36613861858269e-30,"MKPP_unique_upregulated"
"MKPP","HIGD1B",11.279289,1.8602965,1.66082940547341e-29,4.54851081963662e-29,"MKPP_unique_upregulated"
"MKPP","SLC38A4",11.264891,1.5018564,1.9559437598414e-29,5.34626449121058e-29,"MKPP_unique_upregulated"
"MKPP","CC2D2A",11.262706,1.5133128,2.00505992417223e-29,5.47975036259806e-29,"MKPP_unique_upregulated"
"MKPP","CTNNA3",11.212884,1.606668,3.52516684832936e-29,9.60998396323613e-29,"MKPP_unique_upregulated"
"MKPP","TTC3-AS1",11.211545,1.7844311,3.57889640760099e-29,9.75373884455936e-29,"MKPP_unique_upregulated"
"MKPP","MB21D2",11.174137,1.8706198,5.45782666349343e-29,1.48372814880855e-28,"MKPP_unique_upregulated"
"MKPP","PRKCA-AS1",11.004423,1.9177343,3.63836067846141e-28,9.78766040089812e-28,"MKPP_unique_upregulated"
"MKPP","OMG",10.987978,1.5191005,4.36597659496003e-28,1.17273067961809e-27,"MKPP_unique_upregulated"
"MKPP","LRGUK",10.729545,1.5904009,7.39594757629863e-27,1.9575801727717e-26,"MKPP_unique_upregulated"
"MKPP","LINC02284",10.569248,1.8190361,4.13799734746751e-26,1.08512908195181e-25,"MKPP_unique_upregulated"
"MKPP","UBASH3A",10.489642,1.5581796,9.63923535932807e-26,2.51527613696935e-25,"MKPP_unique_upregulated"
"MKPP","FSCN3",10.489128,1.8469518,9.69184540146654e-26,2.5286670775453e-25,"MKPP_unique_upregulated"
"MKPP","FNIP2",10.480875,1.5645835,1.0576022740272e-25,2.75751649542494e-25,"MKPP_unique_upregulated"
"MKPP","TREML1",10.427313,1.6600714,1.8607708155044e-25,4.82976035519169e-25,"MKPP_unique_upregulated"
"MKPP","PP2D1",10.418684,1.6494967,2.03752122908943e-25,5.28502325169963e-25,"MKPP_unique_upregulated"
"MKPP","CFAP100",10.405952,1.6325463,2.32914199529909e-25,6.03504377171778e-25,"MKPP_unique_upregulated"
"MKPP","TENM1",10.402275,1.5062248,2.42082937885768e-25,6.27095436662523e-25,"MKPP_unique_upregulated"
"MKPP","ANKRD55",10.362648,1.5393325,3.66668641135124e-25,9.47691450235387e-25,"MKPP_unique_upregulated"
"MKPP","ENTHD1",10.250558,1.9594635,1.17662517592041e-24,3.01877559229192e-24,"MKPP_unique_upregulated"
"MKPP","EDRF1-AS1",10.0408325,1.5653342,1.00819337827135e-23,2.54679235614719e-23,"MKPP_unique_upregulated"
"MKPP","MAP3K20-AS1",10.018687,1.7578713,1.26167728926289e-23,3.1827383261952e-23,"MKPP_unique_upregulated"
"MKPP","LINC00334",9.93399,1.734312,2.96164716851933e-23,7.42612913808127e-23,"MKPP_unique_upregulated"
"MKPP","DOCK3",9.927107,1.5661172,3.17329741028811e-23,7.95173309316401e-23,"MKPP_unique_upregulated"
"MKPP","TCEA3",9.892058,1.5917699,4.50663402060318e-23,1.1271193061754e-22,"MKPP_unique_upregulated"
"MKPP","TSPAN2",9.770083,1.5318644,1.51327720517302e-22,3.75355664226462e-22,"MKPP_unique_upregulated"
"MKPP","MTMR7",9.625141,1.6351118,6.26210303949212e-22,1.53882748055735e-21,"MKPP_unique_upregulated"
"MKPP","CNTD1",9.385145,1.5173913,6.28296891900833e-21,1.51727922753492e-20,"MKPP_unique_upregulated"
"MKPP","DOK6",9.31603,1.5961579,1.2077543047379e-20,2.90549990596399e-20,"MKPP_unique_upregulated"
"MKPP","TOM1L1",9.176567,1.5071874,4.45055200054625e-20,1.0608892867181e-19,"MKPP_unique_upregulated"
"MKPP","GP9",9.116473,1.655875,7.76085136592549e-20,1.84301382922852e-19,"MKPP_unique_upregulated"
"MKPP","UTF1",9.003236,1.7851863,2.19161438976593e-19,5.16817430452394e-19,"MKPP_unique_upregulated"
"MKPP","PTH2R",8.990299,1.710272,2.46559109302225e-19,5.81355422439564e-19,"MKPP_unique_upregulated"
"MKPP","LINC00470",8.986312,2.506002,2.55666154662006e-19,6.0239317452452e-19,"MKPP_unique_upregulated"
"MKPP","ECT2L",8.864697,1.5308267,7.67122876837893e-19,1.79193750196537e-18,"MKPP_unique_upregulated"
"MKPP","C21orf91-OT1",8.837029,1.9252311,9.82975690816451e-19,2.29122910278693e-18,"MKPP_unique_upregulated"
"MKPP","C17orf99",8.836567,2.2256722,9.87045256417791e-19,2.30016691408638e-18,"MKPP_unique_upregulated"
"MKPP","POLN",8.786668,1.8745774,1.54061877794122e-18,3.57910818553411e-18,"MKPP_unique_upregulated"
"MKPP","TEX53",8.772885,1.7298468,1.74145418164845e-18,4.04040495927162e-18,"MKPP_unique_upregulated"
"MKPP","LINC01393",8.712288,1.7733047,2.97802276962891e-18,6.88166622060681e-18,"MKPP_unique_upregulated"
"MKPP","SMIM15-AS1",8.667102,1.5902869,4.43256780162526e-18,1.02115006760305e-17,"MKPP_unique_upregulated"
"MKPP","LINC01829",8.611973,1.5357411,7.18138960426731e-18,1.64858554406737e-17,"MKPP_unique_upregulated"
"MKPP","RGS5",8.561727,1.665528,1.11189728985966e-17,2.54118268721957e-17,"MKPP_unique_upregulated"
"MKPP","GPR19",8.558227,1.5327004,1.14617382058924e-17,2.61890814120624e-17,"MKPP_unique_upregulated"
"MKPP","CMTM5",8.537317,1.8096743,1.3737445181328e-17,3.13376459907003e-17,"MKPP_unique_upregulated"
"MKPP","EDNRB-AS1",8.498268,2.088664,1.92440679818341e-17,4.38073432141146e-17,"MKPP_unique_upregulated"
"MKPP","PLB1",8.476104,1.7361429,2.32860198489111e-17,5.29222806508121e-17,"MKPP_unique_upregulated"
"MKPP","RTN1",8.428366,1.6030031,3.50526345309413e-17,7.93142868294935e-17,"MKPP_unique_upregulated"
"MKPP","ADAMTS17",8.402577,1.6379031,4.36783609920647e-17,9.86835432274244e-17,"MKPP_unique_upregulated"
"MKPP","HTR1F",8.390139,4.5259457,4.85569379852254e-17,1.0965518320772e-16,"MKPP_unique_upregulated"
"MKPP","MYLK4",8.232303,1.7921673,1.8364894472123e-16,4.10655073740719e-16,"MKPP_unique_upregulated"
"MKPP","OSMR",8.19633,1.8163258,2.4783742966645e-16,5.53111635916184e-16,"MKPP_unique_upregulated"
"MKPP","C8orf89",8.117585,2.3678942,4.75550143889607e-16,1.05601057826054e-15,"MKPP_unique_upregulated"
"MKPP","ACKR4",7.982735,1.6764393,1.43125808745228e-15,3.15321529557151e-15,"MKPP_unique_upregulated"
"MKPP","ASPN",7.9687433,1.602759,1.6029618462787e-15,3.5279223268453e-15,"MKPP_unique_upregulated"
"MKPP","MYZAP",7.935902,1.6317562,2.08970557093064e-15,4.58474701333903e-15,"MKPP_unique_upregulated"
"MKPP","MKNK1-AS1",7.8328595,1.6116033,4.76897298200818e-15,1.03814955291952e-14,"MKPP_unique_upregulated"
"MKPP","LINC01250",7.790413,1.7681719,6.67905199270218e-15,1.44767046292863e-14,"MKPP_unique_upregulated"
"MKPP","CCDC192",7.7511697,1.6935157,9.10498679003394e-15,1.96695055759974e-14,"MKPP_unique_upregulated"
"MKPP","LINC02531",7.7322946,2.254071,1.05625381731777e-14,2.2790577458677e-14,"MKPP_unique_upregulated"
"MKPP","MID2",7.456745,1.5125222,8.8686068420961e-14,1.87997940294807e-13,"MKPP_unique_upregulated"
"MKPP","PTCRA",7.43396,1.5545657,1.05393718190343e-13,2.23052593288841e-13,"MKPP_unique_upregulated"
"MKPP","ZBTB20-AS3",7.431961,1.7323409,1.06999279894251e-13,2.26377112008942e-13,"MKPP_unique_upregulated"
"MKPP","ALK",7.3732276,1.5181899,1.66545914517094e-13,3.50879678646695e-13,"MKPP_unique_upregulated"
"MKPP","GP1BA",7.3052087,1.8240267,2.7683638969023e-13,5.81112902108819e-13,"MKPP_unique_upregulated"
"MKPP","MAGI1",7.303806,2.262174,2.79739996997082e-13,5.86893134045127e-13,"MKPP_unique_upregulated"
"MKPP","C9orf153",7.202974,1.7723079,5.89131794360086e-13,1.22861888010638e-12,"MKPP_unique_upregulated"
"MKPP","HIGD1C",7.202293,2.2140675,5.92082329673397e-13,1.23464056127974e-12,"MKPP_unique_upregulated"
"MKPP","SLC22A4",7.2017303,1.6129825,5.94531664756864e-13,1.23961594203115e-12,"MKPP_unique_upregulated"
"MKPP","GK-AS1",7.179711,1.6458044,6.98589295864649e-13,1.45363625494252e-12,"MKPP_unique_upregulated"
"MKPP","ACOT12",7.115481,1.6366813,1.11523441243178e-12,2.31420010418506e-12,"MKPP_unique_upregulated"
"MKPP","PRSS57",7.108393,2.3527703,1.17401500002553e-12,2.43488346799147e-12,"MKPP_unique_upregulated"
"MKPP","ASB16",7.104856,1.9602422,1.20448030551254e-12,2.49727385232776e-12,"MKPP_unique_upregulated"
"MKPP","SUSD4",7.0807934,1.6099786,1.43331336628794e-12,2.96857281451337e-12,"MKPP_unique_upregulated"
"MKPP","RFPL3S",6.978117,1.6657506,2.99162456999515e-12,6.15175594637085e-12,"MKPP_unique_upregulated"
"MKPP","DACT1",6.975356,1.5312152,3.05096701497819e-12,6.27246507134831e-12,"MKPP_unique_upregulated"
"MKPP","ZBTB46",6.948864,1.8533113,3.68239682698741e-12,7.56187859276835e-12,"MKPP_unique_upregulated"
"MKPP","NRIR",6.9382796,1.5034277,3.96903026646188e-12,8.14279558126715e-12,"MKPP_unique_upregulated"
"MKPP","LINC02458",6.816912,2.206762,9.3018115934924e-12,1.89384922756695e-11,"MKPP_unique_upregulated"
"MKPP","PVALB",6.6890583,2.2318578,2.24611174302221e-11,4.52972426955154e-11,"MKPP_unique_upregulated"
"MKPP","MME-AS1",6.670309,4.6468506,2.55265436811106e-11,5.13998154714933e-11,"MKPP_unique_upregulated"
"MKPP","AKR1E2",6.617353,2.0252254,3.65687986891919e-11,7.32874081063199e-11,"MKPP_unique_upregulated"
"MKPP","GLIS3",6.617321,2.0943475,3.65766756055832e-11,7.32956874808041e-11,"MKPP_unique_upregulated"
"MKPP","RARB",6.5916815,1.746269,4.34872159584631e-11,8.69833222810187e-11,"MKPP_unique_upregulated"
"MKPP","TDRD1",6.516701,2.496971,7.18704474719178e-11,1.43155630713608e-10,"MKPP_unique_upregulated"
"MKPP","SLC1A1",6.499033,2.0594845,8.08378577102771e-11,1.60804635526553e-10,"MKPP_unique_upregulated"
"MKPP","S100B",6.469404,2.059104,9.83901877905726e-11,1.95382504027392e-10,"MKPP_unique_upregulated"
"MKPP","PCDH9-AS3",6.3979187,1.5071982,1.57509210103009e-10,3.11075920800937e-10,"MKPP_unique_upregulated"
"MKPP","STAR",6.3937664,1.6667403,1.61848659667284e-10,3.19549447318073e-10,"MKPP_unique_upregulated"
"MKPP","LOXL3",6.372548,1.618626,1.85913057907429e-10,3.66432989235754e-10,"MKPP_unique_upregulated"
"MKPP","VPREB1",6.3368134,1.9926553,2.34565449756423e-10,4.60794771692972e-10,"MKPP_unique_upregulated"
"MKPP","CLDN5",6.334652,1.5994747,2.37877739089787e-10,4.67160939232131e-10,"MKPP_unique_upregulated"
"MKPP","IGSF9B",6.1925797,2.2548573,5.91874706524549e-10,1.15195984257732e-09,"MKPP_unique_upregulated"
"MKPP","LINC01259",6.1389456,1.7078698,8.30709850780432e-10,1.61167265120677e-09,"MKPP_unique_upregulated"
"MKPP","ITGB5",6.138169,1.6449373,8.3478104230929e-10,1.61925277830929e-09,"MKPP_unique_upregulated"
"MKPP","ATP6V0E2-AS1",6.117933,1.5932586,9.47971279161752e-10,1.83698771941347e-09,"MKPP_unique_upregulated"
"MKPP","LINC02109",6.067225,1.9444852,1.30139335922577e-09,2.51239791370658e-09,"MKPP_unique_upregulated"
"MKPP","ENTPD3",5.9846864,1.6968191,2.16806952751097e-09,4.16296580456626e-09,"MKPP_unique_upregulated"
"MKPP","PPP1R42",5.9811325,1.9752297,2.21591343173553e-09,4.25356677788698e-09,"MKPP_unique_upregulated"
"MKPP","COL9A1",5.9805036,1.6036968,2.22449152026651e-09,4.26878984687408e-09,"MKPP_unique_upregulated"
"MKPP","GTSCR1",5.9690304,2.2678444,2.38667942329094e-09,4.57733440703295e-09,"MKPP_unique_upregulated"
"MKPP","KBTBD11",5.8796406,1.6237388,4.11158084135802e-09,7.83860228991559e-09,"MKPP_unique_upregulated"
"MKPP","AADACL2-AS1",5.8780003,2.4368703,4.15251973790392e-09,7.91510873088874e-09,"MKPP_unique_upregulated"
"MKPP","HKDC1",5.8538938,1.8540303,4.80195435410421e-09,9.13964038528462e-09,"MKPP_unique_upregulated"
"MKPP","LINC01269",5.8292646,2.4792628,5.56722213106175e-09,1.0574587717008e-08,"MKPP_unique_upregulated"
"MKPP","NOX1",5.8280063,1.972474,5.60934070807768e-09,1.06525212515202e-08,"MKPP_unique_upregulated"
"MKPP","NCBP2-AS1",5.820698,1.5968976,5.86023861024747e-09,1.11235958022429e-08,"MKPP_unique_upregulated"
"MKPP","IFI27",5.820542,1.5423833,5.86572094577405e-09,1.11329221597388e-08,"MKPP_unique_upregulated"
"MKPP","PPEF1",5.765433,1.9229783,8.14484585681052e-09,1.53914383125126e-08,"MKPP_unique_upregulated"
"MKPP","RNF212B",5.7379065,2.2613451,9.58541646814426e-09,1.80526881086282e-08,"MKPP_unique_upregulated"
"MKPP","ADGRB3",5.706925,1.7847557,1.15035550828808e-08,2.16235894199628e-08,"MKPP_unique_upregulated"
"MKPP","GRPEL2-AS1",5.70669,1.6039127,1.15194559415315e-08,2.16513988919305e-08,"MKPP_unique_upregulated"
"MKPP","CFAP97D2",5.6513567,1.7886695,1.59186185006696e-08,2.98138903925251e-08,"MKPP_unique_upregulated"
"MKPP","ME1",5.598335,1.8493589,2.16420330959186e-08,4.03825024907919e-08,"MKPP_unique_upregulated"
"MKPP","SGK2",5.5982814,1.8111701,2.16487136947898e-08,4.03911164740319e-08,"MKPP_unique_upregulated"
"MKPP","ZNF521",5.4990687,1.9194378,3.81802635705796e-08,7.06822514237561e-08,"MKPP_unique_upregulated"
"MKPP","SIGLEC1",5.454818,1.9642797,4.90230479202711e-08,9.05154747786248e-08,"MKPP_unique_upregulated"
"MKPP","RNF217",5.445725,1.7077545,5.15948535286208e-08,9.51831897660085e-08,"MKPP_unique_upregulated"
"MKPP","LINC01644",5.3610067,3.526342,8.27594492249591e-08,1.5170369109452e-07,"MKPP_unique_upregulated"
"MKPP","LINC00581",5.3610067,4.1066165,8.27594492249591e-08,1.5170369109452e-07,"MKPP_unique_upregulated"
"MKPP","SLC35F3",5.3527484,3.0684166,8.66283678235698e-08,1.58706478941261e-07,"MKPP_unique_upregulated"
"MKPP","KCNA2",5.310732,1.5146735,1.09185844722868e-07,1.99453753690914e-07,"MKPP_unique_upregulated"
"MKPP","SPATA45",5.300927,1.6982478,1.1521602436729e-07,2.10214187861924e-07,"MKPP_unique_upregulated"
"MKPP","FNDC5",5.2887225,2.50899,1.23173674005903e-07,2.24544666754939e-07,"MKPP_unique_upregulated"
"MKPP","MID1IP1-AS1",5.2540383,2.602327,1.48799901546938e-07,2.70605620211011e-07,"MKPP_unique_upregulated"
"MKPP","TIMD4",5.2293816,2.7136104,1.70078062843408e-07,3.08756613203433e-07,"MKPP_unique_upregulated"
"MKPP","POU6F2",5.21804,4.2994976,1.8082627382815e-07,3.27812537175211e-07,"MKPP_unique_upregulated"
"MKPP","LINC02295",5.202415,2.0328822,1.96715553657514e-07,3.5615562120376e-07,"MKPP_unique_upregulated"
"MKPP","LINC01954",5.181702,2.2118478,2.19870238021091e-07,3.97415556770433e-07,"MKPP_unique_upregulated"
"MKPP","CPA6",5.180289,1.5737913,2.21542664275846e-07,4.00216659393441e-07,"MKPP_unique_upregulated"
"MKPP","SLC24A3",5.180019,1.7053819,2.21863596277583e-07,4.0072243418495e-07,"MKPP_unique_upregulated"
"MKPP","ZDHHC1",5.178302,1.6101058,2.23914590090319e-07,4.04314911773309e-07,"MKPP_unique_upregulated"
"MKPP","DCST2",5.146907,1.5838219,2.64816976382648e-07,4.76938664873968e-07,"MKPP_unique_upregulated"
"MKPP","EXOC3L2",5.1253653,2.364766,2.96961821596982e-07,5.34241879655212e-07,"MKPP_unique_upregulated"
"MKPP","STAB2",5.1167674,1.6979052,3.10816486321418e-07,5.58345451605389e-07,"MKPP_unique_upregulated"
